Unnamed: 0,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,target,song_title,artist
1018,0.35,794,187400,801,0.0,0,799,-6.433,1,271,147.072,4.0,0.73,1,Luke Cage,AJ Tracey
1019,0.1,575,188875,723,0.0,7,483,-4.956,1,314,107.039,3.0,822,1,Shutdown,Skepta
1020,819,0.64,227222,196,3.63e-05,4,978,-11.478,1,267,143.919,4.0,273,0,My Old Man,Zac Brown Band
1021,677,587,180252,628,1.88e-06,1,122,-5.703,1,431,92.003,4.0,0.65,0,Losing Sleep,Chris Young
1022,13,631,187813,716,0.0,10,756,-5.713,1,432,88.541,4.0,637,0,Sleep Without You,Brett Young
1023,231,589,194413,809,0.0,3,719,-5.292,1,376,88.965,4.0,464,0,Yeah Boy,Kelsea Ballerini
1024,907,612,227373,841,0.0,9,0.37,-3.795,0,353,104.986,4.0,502,0,Craving You,Thomas Rhett
1025,0.01,553,154320,743,0.0,2,812,-5.483,1,368,149.962,4.0,574,0,More Girls Like You,Kip Moore
1026,538,548,188293,877,8.22e-06,7,314,-5.481,1,367,84.009,4.0,694,0,Heart Break,Lady Antebellum
1027,151,528,251067,842,"3,00E-05",11,117,-6.217,1,411,83.948,4.0,797,0,Cut Your Groove,Charlie Worsham
1028,0.27,663,211160,656,279,1,117,-6.548,1,413,120.037,4.0,555,0,Black,Dierks Bentley
1029,549,0.53,187760,809,0.0,6,741,-4.745,0,388,82.022,4.0,703,0,The Weekend,Brantley Gilbert
1030,966,525,190227,657,0.0,1,119,-5.28,0,54,176.127,4.0,313,0,Reasons,Jillian Jacqueline
1031,244,553,206573,747,0.0,9,363,-5.905,1,292,73.033,4.0,702,0,Small Town Boy,Dustin Lynch
1032,102,533,208733,0.91,0.0,8,108,-3.087,1,566,113.054,4.0,481,0,Yours If You Want It,Rascal Flatts
1033,148,726,231173,595,433,11,106,-6.846,1,393,115.0,4.0,666,0,Roots,Zac Brown Band
1034,733,584,171067,716,0.0,0,879,-4.737,1,342,90.005,4.0,527,0,Sunday Morning,Parmalee
1035,165,443,223800,804,2.89e-06,10,181,-6.432,1,406,151.928,4.0,437,0,Hurricane,Luke Combs
1036,124,521,176987,805,219,9,0.33,-4.481,1,289,141.967,4.0,549,0,Think A Little Less,Michael Ray
1037,661,476,231920,527,0.0,1,307,-6.406,1,399,152.117,3.0,205,0,Speak to a Girl,Tim McGraw
1038,159,591,185474,577,0.0,2,162,-6.107,1,331,156.107,4.0,0.52,0,Man Enough Now,Chris Bandi
1039,335,0.5,214507,622,0.0,9,327,-6.691,1,329,83.886,4.0,293,0,If I Told You,Darius Rucker
1040,234,674,167200,706,7.98e-05,8,958,-4.824,1,586,160.023,4.0,962,0,Happy People,Little Big Town
1041,144,631,227573,658,0.0,5,0.22,-5.313,1,281,80.996,4.0,692,0,All On Me,Devin Dawson
1042,494,562,217280,0.94,0.0,5,217,-4.337,1,114,103.009,4.0,466,0,Somethin' I'm Good At,Brett Eldredge
1043,214,638,196422,634,0.0,6,866,-6.474,1,468,92.097,4.0,445,0,I Could Use a Love Song,Maren Morris
1044,733,409,16042,645,0.0,1,132,-8.336,0,771,74.923,4.0,421,0,Zac Brown Band - Hot Country,Various Artists
1045,968,434,266787,664,0.0,8,141,-5.883,1,346,145.861,4.0,478,0,Trying To Drive,Zac Brown Band
1046,333,439,183413,802,0.0,7,377,-3.644,1,54,168.032,4.0,688,0,"God, Your Mama, And Me",Florida Georgia Line
1047,915,533,230722,533,0.0,0,972,-8.266,1,324,159.907,4.0,506,0,Real Thing,Zac Brown Band
1048,207,434,195307,921,209,10,116,-2.248,0,688,171.945,4.0,426,0,They Don't Know,Jason Aldean
1049,558,523,214800,725,6.96e-06,2,937,-5.448,1,339,155.855,4.0,0.52,0,Every Time I Hear That Song,Blake Shelton
1050,898,612,188253,799,0.0,10,172,-4.603,1,275,125.976,4.0,675,0,What Ifs,Kane Brown
1051,993,0.51,211227,904,0.0,6,173,-4.291,1,357,150.004,4.0,542,0,For Her,Chris Lane
1052,424,0.55,232253,774,0.0,11,67,-4.397,1,967,170.124,4.0,462,0,Act Like You Don't,Brooke Eden
1053,397,596,224853,544,0.0,10,106,-7.294,1,315,147.976,4.0,381,0,In Case You Didn't Know,Brett Young
1054,166,622,194240,745,875,1,292,-5.674,1,262,91.0,4.0,585,0,Two Black X's,Dylan Schneider
1055,344,659,183747,926,121,0,113,-4.66,1,461,152.015,4.0,949,0,You Look Good,Lady Antebellum
1056,566,479,178027,0.86,0.0,0,168,-4.318,1,347,80.018,4.0,759,0,Close,Ryan Kinder
1057,186,0.56,209840,0.78,0.0,1,364,-5.164,1,459,160.052,4.0,466,0,Ain't Always Pretty,Logan Mize
1058,179,512,187342,587,0.0,1,107,-6.403,1,291,134.006,4.0,313,0,Love in a Bar,Ryan Hurd
1059,292,403,211307,745,0.0,1,985,-6.534,0,858,186.241,4.0,634,0,Family Table,Zac Brown Band
1060,312,536,203293,722,0.0,4,117,-4.163,1,284,143.78,4.0,472,0,Any Ol' Barstool,Jason Aldean
1061,116,685,201893,783,0.0,11,194,-4.152,1,276,90.008,4.0,532,0,Dirt On My Boots,Jon Pardi
1062,638,0.71,186627,498,0.0,4,916,-5.478,1,322,136.093,4.0,0.52,0,Just a Phase,Adam Craig
1063,463,731,165387,469,1.04e-06,5,103,-7.226,1,326,98.963,4.0,618,0,Body Like A Back Road,Sam Hunt
1064,208,501,192000,836,0.0,11,152,-3.587,0,491,159.863,4.0,627,0,How Not To,Dan + Shay
1065,861,425,259280,372,148,0,733,-10.92,1,0.03,79.456,4.0,297,0,Tin Man,Miranda Lambert
1066,209,458,211240,894,0.0,9,221,-4.903,1,398,160.125,4.0,709,0,Blue Tacoma,Russell Dickerson
1067,406,488,226173,915,0.0,7,351,-4.255,1,389,75.019,4.0,637,0,May We All,Florida Georgia Line
1068,422,482,230832,739,1.87e-05,7,468,-5.476,1,342,155.932,4.0,596,0,Last Time for Everything,Brad Paisley
1069,527,442,173187,784,0.0,2,597,-4.001,1,344,170.139,4.0,554,0,Getting Over You,Jackie Lee
1070,434,555,177067,896,0.0,0,145,-3.295,1,388,114.995,4.0,558,0,Flatliner (feat. Dierks Bentley),Cole Swindell
1071,551,0.41,158667,738,0.0,9,988,-3.833,1,719,184.059,4.0,592,0,Like You That Way,Canaan Smith
1072,273,507,216187,0.81,567,3,121,-5.628,0,317,156.004,4.0,492,0,Hometown Girl,Josh Turner
1073,129,0.69,181200,626,0.0,7,169,-5.831,1,275,101.958,4.0,652,0,Star Of The Show,Thomas Rhett
1074,865,641,248053,628,4.08e-06,4,105,-14.155,1,417,129.004,4.0,289,0,Either Way,Chris Stapleton
1075,279,655,178840,785,0.0,8,116,-4.022,1,697,171.969,4.0,931,0,No Such Thing as a Broken Heart,Old Dominion
1076,0.2,529,215600,803,0.0,7,894,-5.379,1,389,97.043,4.0,343,0,There’s A Girl,Trent Harmon
1077,304,681,184040,845,0.0,11,197,-5.147,0,525,132.023,4.0,761,0,The Fighter,Keith Urban
1078,229,694,228827,815,0.0,2,924,-4.328,1,0.12,88.931,4.0,826,0,Despacito - Remix,Luis Fonsi
1079,231,755,229849,789,0.0,5,351,-4.502,1,146,93.973,4.0,734,0,Felices los 4,Maluma
1080,744,684,208163,823,0.0,9,111,-3.297,0,773,91.048,4.0,645,0,SUBEME LA RADIO,Enrique Iglesias
1081,258,746,205741,794,0.0,1,497,-6.331,1,698,104.827,4.0,471,0,Me Rehúso,Danny Ocean
1082,243,683,219507,691,0.0,8,0.14,-5.535,1,432,179.91,4.0,746,0,El Amante,Nicky Jam
1083,245,747,232787,864,4.46e-05,8,853,-3.181,0,599,92.028,4.0,746,0,Escápate Conmigo,Wisin
1084,286,706,271080,689,0.0,6,123,-5.533,1,0.17,144.127,4.0,0.42,0,Ahora Dice,Chris Jeday
1085,168,859,195613,756,4.65e-05,8,163,-3.36,0,643,102.033,4.0,913,0,Chantaje,Shakira
1086,277,489,194942,962,6.18e-06,0,128,-2.597,1,215,104.563,4.0,507,0,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version,Pitbull
1087,154,889,201280,853,107,9,205,-4.26,1,241,93.022,4.0,916,0,Sigo Extrañándote,J Balvin
1088,559,832,209453,772,486,10,0.44,-5.429,1,0.1,96.016,4.0,714,0,Otra Vez (feat. J Balvin),Zion & Lennox
1089,116,685,204520,859,0.0,5,317,-2.595,0,553,176.018,4.0,886,0,La Rompe Corazones,Daddy Yankee
1090,0.27,639,307910,869,0.0,11,802,-4.024,1,147,169.801,4.0,766,0,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa
1091,209,0.66,228200,786,0.0,2,112,-4.757,1,0.17,177.833,4.0,849,0,Despacito (Featuring Daddy Yankee),Luis Fonsi
1092,0.4,761,222560,838,0.0,4,176,-3.073,0,502,93.974,4.0,717,0,Reggaetón Lento (Bailemos),CNCO
1093,309,792,205520,819,0.0,5,389,-5.418,1,867,89.98,4.0,0.45,0,Hey DJ,CNCO
1094,547,0.76,210323,838,1.3e-06,7,664,-3.828,0,529,93.05,4.0,0.74,0,Me Llamas (feat. Maluma) - Remix,Piso 21
1095,211,711,225813,875,198,5,862,-2.211,1,104,103.637,4.0,929,0,Me Enamoré,Shakira
1096,205,735,193118,482,194,7,894,-9.21,1,508,175.907,4.0,783,0,Tu Foto,Ozuna
1097,431,663,259196,0.92,1.69e-05,11,101,-4.07,0,226,99.935,4.0,521,0,Vente Pa' Ca,Ricky Martin
1098,551,508,205600,687,3.41e-06,0,126,-4.361,1,326,180.044,4.0,565,0,Safari,J Balvin
1099,897,745,223613,921,0.0,0,178,-2.674,1,82,92.973,4.0,645,0,Alguien Robo,Sebastian Yatra
1100,256,772,238800,909,0.0,6,255,-3.225,0,166,96.031,4.0,679,0,Vacaciones,Wisin
1101,125,761,211627,0.82,2.1e-05,1,183,-4.003,1,623,88.997,4.0,619,0,Te Quiero Pa´Mi,Don Omar
1102,167,761,252003,829,0.0,0,189,-3.203,0,681,92.033,4.0,0.82,0,Ay Mi Dios,IAmChino
1103,142,776,228467,669,0.0,11,219,-4.933,1,638,91.012,4.0,646,0,Traicionera,Sebastian Yatra
1104,204,685,221027,731,0.0,5,722,-5.119,0,93,177.912,4.0,776,0,Si Tú La Ves,Nicky Jam
1105,53,724,197087,0.84,0.0,0,727,-3.581,1,392,92.01,4.0,833,0,Lumbra,Cali Y El Dandee
1106,206,746,227457,961,1.84e-06,0,329,-2.243,1,0.13,179.984,4.0,954,0,La Bicicleta,Carlos Vives
1107,163,817,207200,869,226,6,497,-4.791,1,0.18,96.029,4.0,0.56,0,Bailame,Nacho
1108,998,721,226400,687,0.0,1,679,-6.682,1,782,175.914,4.0,828,0,Dile Que Tu Me Quieres,Ozuna
1109,0.39,732,196480,801,0.0,9,0.31,-3.859,1,327,123.981,4.0,818,0,Deja vu,Prince Royce
1110,245,682,228147,858,0.0,9,104,-4.711,1,708,94.954,4.0,772,0,Sé Que Te Duele,Alejandro Fernandez
1111,132,0.73,207307,701,0.0,5,151,-5.885,0,106,175.95,4.0,789,0,Borro Cassette,Maluma
1112,786,724,200813,904,0.0,8,226,-3.354,0,966,90.999,4.0,851,0,DUELE EL CORAZON,Enrique Iglesias
1113,244,0.68,247493,954,0.0,9,112,-1.823,1,119,104.029,4.0,524,0,Andas En Mi Cabeza,Chino & Nacho
1114,724,827,197840,646,0.0,1,247,-4.727,0,766,92.057,4.0,0.51,0,Chillax,Farruko
1115,282,832,198707,608,0.0,6,761,-6.042,0,385,94.013,4.0,579,0,Hasta el Amanecer,Nicky Jam
1116,163,688,240000,719,0.0,2,0.15,-4.746,1,555,88.015,4.0,589,0,Bailame Despacio,Xantos
1117,76,899,234320,626,0.0,6,631,-4.228,0,292,88.007,4.0,871,0,Shaky Shaky,Daddy Yankee
1118,345,724,181048,809,0.0,7,169,-4.96,1,56,95.037,4.0,495,0,Besándote,Piso 21
1119,685,712,199281,841,7.87e-05,7,672,-5.432,0,455,98.003,4.0,656,0,Ando buscando (feat. Piso 21),Carlos Baute
1120,113,801,236493,822,424,6,877,-4.655,1,831,176.048,4.0,938,0,Hula Hoop,Daddy Yankee
1121,869,0.49,246853,894,0.0,11,103,-1.708,0,947,197.989,4.0,656,0,Qué Gano Olvidándote - Versión Urbana,Reik
1122,234,768,219227,742,0.0,9,0.14,-6.308,1,443,114.679,5.0,0.8,0,Ya Me Enteré (feat. Nicky Jam) - Urban Version,Reik
1123,821,725,246653,711,0.0,10,931,-4.544,1,335,93.003,4.0,476,0,Mi Tesoro (feat. Nicky Jam),Zion & Lennox
1124,803,612,245493,0.57,3.29e-05,1,122,-9.62,0,735,169.842,4.0,813,0,Tú Sí Sabes Quererme,Natalia Lafourcade
1125,189,0.67,276688,679,0.0,7,168,-5.618,1,118,172.069,4.0,794,0,Si Me Dices Que Si (feat. Nicky Jam),Cosculluela
1126,525,779,166600,659,0.0,0,128,-5.455,1,808,95.003,4.0,924,0,Fuego,Juanes
1127,51,712,214072,901,0.0,1,162,-4.699,0,595,97.98,4.0,0.84,0,Al Filo de Tu Amor,Carlos Vives
1128,983,648,223800,833,1,11,127,-5.116,1,543,108.001,4.0,301,0,Young And Menace,Fall Out Boy
1129,898,499,229093,824,0.0,7,163,-4.741,1,794,161.977,4.0,692,0,"Sugar, We're Goin Down",Fall Out Boy
1130,4,385,228360,866,0.0,4,111,-2.817,0,697,176.014,4.0,548,0,Centuries,Fall Out Boy
1131,313,561,186827,927,2.34e-05,9,529,-4.374,0,619,152.011,4.0,562,0,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy
1132,139,613,189387,874,1.82e-06,2,656,-3.594,1,697,108.038,4.0,532,0,Immortals,Fall Out Boy
1133,119,623,211573,956,227,4,617,-2.608,0,753,149.958,4.0,718,0,Uma Thurman,Fall Out Boy
1134,494,616,180267,961,0.0,11,78,-3.144,0,139,114.492,4.0,531,0,"Dance, Dance",Fall Out Boy
1135,965,607,212040,889,0.0,9,839,-4.034,1,394,100.034,4.0,376,0,"This Ain't A Scene, It's An Arms Race",Fall Out Boy
1136,177,0.95,214648,412,0.0,1,77,-6.592,1,731,121.019,4.0,741,0,Bad Liar,Selena Gomez
1137,222,0.63,228827,815,0.0,2,91,-4.265,1,152,88.357,4.0,814,0,Despacito - Remix,Luis Fonsi
1138,593,608,187761,841,573,0,121,-3.798,1,464,167.969,4.0,0.25,0,Thunder,Imagine Dragons
1139,969,774,211475,626,3.12e-05,3,848,-4.432,0,432,100.041,4.0,758,0,Attention,Charlie Puth
1140,381,857,199440,0.8,0.0,2,913,-4.035,1,583,121.996,4.0,965,0,There's Nothing Holdin' Me Back,Shawn Mendes
1141,102,0.44,258188,413,1.7e-05,0,103,-7.425,0,446,131.659,4.0,125,0,Quit (feat. Ariana Grande),Cashmere Cat
1142,745,696,211364,503,0.0,8,869,-4.842,1,356,99.977,4.0,539,0,The Cure,Lady Gaga
1143,197,633,193511,592,0.0,0,99,-7.245,0,112,90.066,4.0,643,0,First Time,Kygo
1144,62,711,223190,722,0.0,5,0.14,-3.946,1,472,99.954,4.0,483,0,No Vacancy,OneRepublic
1145,485,0.76,204400,588,0.0,9,847,-7.082,1,775,102.974,4.0,384,0,Most Girls,Hailee Steinfeld
1146,577,565,231906,782,4.16e-05,8,757,-6.413,1,506,140.004,4.0,392,0,Malibu,Miley Cyrus
1147,238,457,210091,627,0.0,5,116,-5.091,0,111,101.384,4.0,535,0,Stay (with Alessia Cara),Zedd
1148,0.56,622,250200,593,0.0,5,175,-7.755,0,414,100.048,4.0,361,0,1-800-273-8255,Logic
1149,0.15,703,193613,868,132,7,104,-4.661,0,291,121.03,4.0,732,0,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann
1150,115,0.66,214802,575,1.59e-06,6,131,-4.934,0,367,110.091,4.0,485,0,Now Or Never,Halsey
1151,575,741,223504,667,0.0,10,106,-5.445,1,134,112.956,4.0,609,0,No Promises (feat. Demi Lovato),Cheat Codes
1152,133,726,188174,429,0.0,0,574,-6.623,1,519,85.899,4.0,874,0,Slow Hands,Niall Horan
1153,283,656,197253,615,0.0,5,234,-6.252,1,539,139.91,4.0,364,0,Bad Bitch (feat. Ty Dolla $ign),Bebe Rexha
1154,464,565,225526,771,0.0,1,568,-5.22,1,212,168.385,4.0,551,0,Good Life (with G-Eazy & Kehlani),G-Eazy
1155,0.97,549,206933,371,132,2,639,-9.56,1,378,87.024,3.0,117,0,The Night We Met,Lord Huron
1156,0.45,754,272667,762,6.67e-05,6,224,-4.486,0,849,92.002,4.0,673,0,Rollin,Calvin Harris
1157,728,741,221983,559,971,10,0.21,-7.775,1,0.03,101.999,4.0,441,0,Obsession (feat. Jon Bellion),Vice
1158,549,0.87,160597,502,356,5,916,-7.497,0,549,82.53,4.0,676,0,Whippin (feat. Felix Snow),Kiiara
1159,281,718,214867,609,3.29e-05,0,234,-4.699,0,429,122.948,4.0,0.47,0,Symphony,Clean Bandit
1160,411,624,207520,806,0.0,1,872,-5.957,1,437,149.999,4.0,536,0,Break Up Every Night,The Chainsmokers
1161,293,726,233833,769,101,6,104,-5.043,1,123,97.985,4.0,0.75,0,Unforgettable,French Montana
1162,339,905,177604,596,2.05e-05,1,897,-7.496,0,118,149.996,4.0,419,0,HUMBLE.,Kendrick Lamar
1163,517,747,212027,592,1.48e-05,8,124,-6.334,1,457,110.991,3.0,0.16,0,do re mi,Blackbear
1164,75,696,216409,817,0.0,1,187,-3.862,1,109,98.064,4.0,779,0,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo
1165,355,673,201601,676,0.0,1,107,-5.002,1,308,134.944,4.0,568,0,Whatever It Takes,Imagine Dragons
1166,32,607,213307,718,0.0,4,403,-4.095,1,978,101.821,4.0,521,0,Touch,Little Mix
1167,303,415,251423,369,7.64e-06,8,383,-10.044,1,741,95.746,4.0,951,0,Selfish,Future
1168,905,648,220781,532,0.0,0,831,-6.597,1,746,99.983,4.0,497,0,It Ain’t Me (with Selena Gomez),Kygo
1169,128,747,184134,799,0.0,11,541,-4.066,0,405,104.02,4.0,537,0,Mama,Jonas Blue
1170,238,0.76,177573,303,8.09e-06,2,294,-11.362,1,284,99.991,4.0,157,0,The One,The Chainsmokers
1171,401,763,197495,671,1.16e-05,1,375,-4.029,0,0.1,120.06,4.0,608,0,Nights With You,MØ
1172,235,667,172893,648,1.52e-05,3,427,-6.398,0,626,95.031,4.0,585,0,TG4M,Zara Larsson
1173,102,833,204600,434,219,2,165,-8.795,1,431,150.062,4.0,286,0,Mask Off,Future
1174,122,803,227292,793,5.81e-05,6,154,-5.769,1,635,106.035,4.0,0.54,0,Bon Appétit,Katy Perry
1175,275,516,340707,595,0.0,5,109,-4.63,1,313,119.972,4.0,209,0,Sign of the Times,Harry Styles
1176,246,532,200733,778,111,7,153,-6.69,0,218,169.923,4.0,242,0,At My Best (feat. Hailee Steinfeld),Machine Gun Kelly
1177,416,704,176347,423,0.0,8,607,-6.792,1,862,113.962,4.0,0.45,0,Issues,Julia Michaels
1178,13,853,206693,0.56,0.0,1,944,-4.961,1,406,134.066,4.0,853,0,That's What I Like,Bruno Mars
1179,561,623,220291,656,0.0,0,855,-5.608,0,416,95.878,4.0,371,0,September Song,JP Cooper
1180,131,748,188491,627,0.0,7,852,-6.029,1,644,120.963,4.0,513,0,Still Got Time,ZAYN
1181,0.33,736,219080,449,162,1,898,-11.462,0,425,80.126,4.0,322,0,Location,Khalid
1182,895,584,220883,0.54,0.0,1,261,-7.786,0,576,137.972,4.0,0.19,0,Scared to Be Lonely,Martin Garrix
1183,304,804,298941,459,862,11,0.11,-11.556,1,39,111.963,4.0,372,0,Passionfruit,Drake
1184,581,825,233713,652,0.0,1,931,-3.183,0,802,95.977,4.0,933,0,Shape of You,Ed Sheeran
1185,991,608,232947,0.86,0.0,5,262,-5.324,0,554,127.075,4.0,441,0,Wild Ones (feat. Sia),Flo Rida
1186,167,748,210627,727,0.0,11,166,-2.42,0,871,125.014,4.0,0.68,0,Starships,Nicki Minaj
1187,656,828,299333,433,876,0,122,-9.716,1,199,148.073,4.0,446,0,Lollipop,Lil Wayne
1188,921,0.72,229360,802,0.0,1,694,-5.797,1,582,124.043,4.0,716,0,Time of Our Lives,Pitbull
1189,319,646,210960,795,0.0,9,267,-3.293,1,976,89.99,4.0,791,0,Stereo Hearts (feat. Adam Levine),Gym Class Heroes
1190,643,755,198187,838,1.59e-05,7,118,-4.5,0,687,126.877,4.0,454,0,Glad You Came,The Wanted
1191,622,0.75,203867,0.78,0.0,4,263,-3.155,1,898,119.985,4.0,819,0,Dynamite,Taio Cruz
1192,567,467,293533,564,0.0,9,194,-4.986,0,353,81.966,4.0,304,0,Clique,JAY Z
1193,0.11,0.66,180480,867,0.0,6,368,-4.285,0,116,93.033,4.0,376,0,Airplanes (feat. Hayley Williams of Paramore),B.o.B
1194,555,635,217419,691,0.0,0,97,-4.862,1,258,82.142,4.0,0.63,0,Trumpets,Jason Derulo
1195,71,375,338853,862,0.0,11,211,-3.363,0,255,159.841,4.0,472,0,Live Your Life - feat. Rihanna,T.I.
1196,738,352,216893,843,0.0,7,883,-7.983,0,482,165.29,5.0,716,0,Like A G6,Far East Movement
1197,39,673,229507,758,0.0,7,341,-3.632,1,158,135.956,4.0,541,0,Feel This Moment,Pitbull
1198,295,581,204160,963,0.0,11,139,-4.087,1,981,129.992,4.0,792,0,Timber,Pitbull
1199,384,0.72,175427,791,0.0,1,157,-4.689,1,124,102.071,4.0,767,0,Classic,MKTO
1200,69,599,245041,803,137,0,129,-3.641,0,986,126.057,4.0,254,0,Titanium (feat. Sia),David Guetta
1201,181,0.62,229573,869,0.0,1,369,-5.252,1,175,151.684,4.0,769,0,E.T. - feat. Kanye West,Katy Perry
1202,704,657,190186,827,534,5,65,-4.036,1,734,145.889,4.0,698,0,GDFR (feat. Sage The Gemini & Lookas),Flo Rida
1203,525,715,207333,655,0.0,0,115,-6.425,1,137,95.078,4.0,557,0,"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg
1204,514,786,250189,857,0.0,9,112,-3.765,1,734,110.038,4.0,602,0,The Monster,Eminem
1205,746,755,199693,832,1.27e-06,2,291,-2.741,0,116,120.032,4.0,719,0,TiK ToK,Kesha
1206,715,859,188453,697,0.0,1,761,-3.79,0,569,117.008,4.0,875,0,Love You Like A Love Song,Selena Gomez & The Scene
1207,112,612,212862,0.84,0.0,11,116,-3.145,0,509,129.042,4.0,441,0,Don't You Worry Child (Radio Edit) [feat. John Martin],Swedish House Mafia
1208,762,809,195853,628,371,11,113,-5.021,0,561,130.008,4.0,797,0,Sexy Bitch (feat. Akon) - Featuring Akon;explicit,David Guetta
1209,979,842,189907,531,1.34e-05,0,667,-8.729,1,377,105.013,4.0,758,0,Somebody,Natalie La Rose
1210,183,745,189959,714,0.0,1,636,-5.501,0,302,120.025,4.0,847,0,Maps,Maroon 5
1211,162,725,247520,0.68,2.13e-06,8,158,-5.465,1,306,119.939,4.0,753,0,Am I Wrong,Nico & Vinz
1212,117,579,275987,821,0.0,1,631,-4.616,1,152,174.063,4.0,561,0,Umbrella,Rihanna
1213,649,663,257840,714,0.0,1,116,-4.944,0,38,121.99,4.0,471,0,Counting Stars,OneRepublic
1214,107,818,213733,799,128,1,57,-4.1,0,156,100.014,4.0,953,0,Turn Down for What,DJ Snake
1215,378,0.81,369627,793,1.82e-06,6,72,-9.404,0,403,116.049,4.0,0.86,0,Get Lucky,Daft Punk
1216,533,441,225160,0.87,3.7e-06,2,936,-4.845,1,57,134.469,4.0,281,0,A Dustland Fairytale,The Killers
1217,215,688,192191,702,0.0,7,128,-4.792,0,499,94.006,4.0,731,0,My House,Flo Rida
1218,219,427,257760,861,0.0,1,277,-4.874,1,376,161.776,4.0,581,0,Best I Ever Had,Drake
1219,196,592,206880,752,0.0,1,477,-6.589,1,114,74.784,4.0,0.73,0,Stitches,Shawn Mendes
1220,403,753,203467,801,0.0,4,128,-3.215,1,296,128.011,4.0,787,0,I Will Never Let You Down,Rita Ora
1221,186,548,272394,532,263,5,217,-7.596,1,323,85.03,4.0,428,0,Do I Wanna Know?,Arctic Monkeys
1222,901,635,307987,983,799,6,683,-3.807,0,174,145.085,4.0,422,0,Cinema - Skrillex Remix,Benny Benassi
1223,431,697,277387,527,1.25e-05,0,882,-10.438,0,211,121.849,4.0,289,0,Take Care,Drake
1224,208,583,258827,786,0.0,2,188,-3.142,0,301,123.052,4.0,556,0,Love Song,Sara Bareilles
1225,373,862,263827,608,6.14e-06,7,856,-4.762,1,402,120.002,4.0,825,0,Blurred Lines,Robin Thicke
1226,119,0.68,313787,489,2.86e-05,11,606,-7.837,0,432,74.04,4.0,261,0,Swimming Pools (Drank) - Extended Version,Kendrick Lamar
1227,161,772,225560,648,0.0,9,269,-6.222,1,612,129.966,4.0,744,0,Beautiful Girls - Radio Disney Version,Sean Kingston
1228,532,709,189333,697,5.15e-05,2,349,-3.471,1,275,112.017,4.0,0.78,0,Cool,Gwen Stefani
1229,455,627,262853,0.56,0.0,5,126,-5.378,1,667,97.967,4.0,488,0,Can’t Live Without,Hollyn
1230,394,567,217480,678,0.0,10,102,-6.642,0,404,141.951,4.0,381,0,Glimpse,Kim Walker-Smith
1231,495,547,187013,513,0.0,0,181,-7.451,1,309,110.54,4.0,262,0,Broken Things,Matthew West
1232,379,335,255160,582,2.67e-05,5,954,-5.09,1,375,110.522,4.0,0.13,0,Even If,MercyMe
1233,363,468,219720,786,0.0,9,0.31,-2.757,1,334,84.992,4.0,479,0,Home,Chris Tomlin
1234,648,322,228067,508,297,7,152,-7.681,1,341,155.128,4.0,191,0,Nowhere,Sarah Reeves
1235,766,486,250123,331,0.0,2,72,-9.106,1,328,79.277,4.0,421,0,Hills and Valleys (The Valleys Version),Tauren Wells
1236,189,475,195907,672,0.0,0,117,-5.925,1,329,77.857,4.0,382,0,Chain Breaker,Zach Williams
1237,912,361,277973,236,7.79e-05,6,831,-7.781,1,315,147.309,3.0,184,0,Clean,Natalie Grant
1238,447,519,245853,684,0.0,6,901,-3.746,1,325,133.943,4.0,293,0,I Will,Citizen Way
1239,353,576,254262,686,6.68e-05,3,114,-6.032,1,554,153.901,4.0,599,0,The Gospel,Ryan Stevenson
1240,342,511,284947,815,0.0,6,0.09,-6.317,0,48,128.004,4.0,245,0,Throne Room,Kim Walker-Smith
1241,164,526,237467,692,0.0,4,786,-3.895,1,278,137.849,4.0,266,0,I Won't Let You Go - Radio Version,Switchfoot
1242,176,621,215050,674,0.0,6,242,-4.635,0,323,92.994,4.0,255,0,Unfinished,Mandisa
1243,117,673,176453,813,0.0,0,148,-5.895,1,363,103.999,4.0,638,0,Old Church Choir,Zach Williams
1244,0.28,555,236667,663,0.0,0,107,-5.628,1,42,75.976,4.0,295,0,Forgiven,Crowder
1245,379,534,225933,508,0.0,2,867,-7.085,1,322,153.947,4.0,407,0,Love Wins,Love and Theft
1246,199,422,204800,336,0.0,0,189,-7.199,1,306,108.009,4.0,974,0,I Have This Hope,Tenth Avenue North
1247,568,448,218133,412,5.68e-05,11,159,-7.877,1,281,133.881,4.0,308,0,In Awe,Hollyn
1248,498,331,255173,427,0.0,3,108,-7.431,1,302,157.938,3.0,129,0,Oh My Soul,Casting Crowns
1249,229,385,222400,663,0.0,2,841,-5.902,1,271,156.066,3.0,237,0,You Redeem - Studio Version,Aaron Shust
1250,141,447,212701,0.89,0.0,6,858,-4.563,1,676,93.894,4.0,331,0,Amen,Hunter Hayes
1251,107,619,220840,733,0.0,8,176,-5.055,1,405,100.071,4.0,507,0,Brand New Life,Colton Dixon
